Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2019;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
04.04.2018;22 - 23;387,41;386,45;386,45;386,45;386,45;386,45;382,11;382,11;387,41;387,41;387,41;389,24;389,24;386,45;386,45;386,45;386,45
04.04.2018;23 - 00;370,24;366;366;366;366;366;309,49;309,49;379,5;379,5;379,5;380,08;380,08;366;366;366;366
05.04.2018;00 - 01;377,48;379,98;379,98;379,98;379,98;379,98;350,37;350,37;379,98;379,98;379,98;379,98;379,98;379,98;379,98;379,98;379,98
05.04.2018;01 - 02;371,4;375,06;375,06;375,06;375,06;375,06;337,92;337,92;375,06;375,06;375,06;375,06;375,06;375,06;375,06;375,06;375,06
05.04.2018;02 - 03;371,3;374,29;374,29;374,29;374,29;374,29;347,57;347,57;374,29;374,29;374,29;374,29;374,29;374,29;374,29;374,29;374,29
05.04.2018;03 - 04;375,74;377,09;377,09;377,09;377,09;377,09;352,3;352,3;377,09;377,09;377,09;377,09;377,09;377,09;377,09;377,09;377,09
05.04.2018;04 - 05;375,26;375,84;375,84;375,84;375,84;375,84;354,13;354,13;375,84;375,84;375,84;375,84;375,84;375,84;375,84;375,84;375,84
05.04.2018;05 - 06;388,28;388,09;388,09;388,09;388,09;388,09;388,09;388,09;388,09;388,09;388,09;388,09;388,09;388,09;388,09;388,09;388,09
05.04.2018;06 - 07;407,57;407,48;407,48;407,48;407,48;407,48;407,48;407,48;407,48;407,48;407,48;407,48;407,48;407,48;407,48;407,48;407,48
05.04.2018;07 - 08;453,68;459,57;459,57;459,57;459,57;459,57;436,22;436,22;459,57;436,22;459,57;459,57;459,57;459,57;459,57;459,57;459,57
05.04.2018;08 - 09;484,36;504,33;504,33;504,33;504,33;504,33;437;437;504,33;437;504,33;504,33;504,33;504,33;504,33;504,33;504,33
05.04.2018;09 - 10;470,57;501,44;501,44;501,44;501,44;501,44;436,71;436,71;501,44;436,71;501,44;501,44;501,44;501,44;501,44;508,67;508,67
05.04.2018;10 - 11;447,61;462,85;462,85;462,85;462,85;462,85;414,71;414,71;462,85;414,71;462,85;462,85;462,85;462,85;462,85;497,58;497,58
05.04.2018;11 - 12;426,96;448,86;448,86;448,86;448,86;448,86;402,17;402,17;448,86;402,17;448,86;448,86;448,86;448,86;448,86;454,26;454,26
05.04.2018;12 - 13;412,49;425,03;425,03;425,03;425,03;425,03;393,1;393,1;425,03;393,1;425,03;425,03;425,03;425,03;425,03;463,04;463,04
05.04.2018;13 - 14;407,09;417,51;417,51;417,51;417,51;417,51;391,56;391,56;417,51;391,56;417,51;417,51;417,51;417,51;417,51;453,97;453,97
05.04.2018;14 - 15;397,44;409,21;409,21;409,21;409,21;409,21;340,34;340,34;409,21;388,28;409,21;409,21;409,21;409,21;409,21;444,13;444,13
05.04.2018;15 - 16;395,13;407,96;407,96;407,96;407,96;407,96;241,84;241,84;407,96;387,41;407,96;407,96;407,96;407,96;407,96;407,96;407,96
05.04.2018;16 - 17;395,32;409,41;409,41;409,41;409,41;409,41;222,16;222,16;409,41;387,03;409,41;409,41;409,41;409,41;409,41;453,49;453,49
05.04.2018;17 - 18;395,8;409,98;409,98;409,98;409,98;409,98;288,15;288,15;409,98;386,93;409,98;409,98;409,98;409,98;409,98;463,14;463,14
05.04.2018;18 - 19;399,28;411,43;411,43;411,43;411,43;411,43;356,06;356,06;411,43;387,03;411,43;411,43;411,43;411,43;411,43;454,26;454,26
05.04.2018;19 - 20;404,68;412,01;412,01;412,01;412,01;412,01;393,3;393,3;412,01;393,3;412,01;412,01;412,01;412,01;412,01;495,65;495,65
05.04.2018;20 - 21;404,39;410,47;410,47;410,47;410,47;410,47;395,23;395,23;410,47;394,16;410,47;410,47;410,47;410,47;410,47;415,77;415,77
05.04.2018;21 - 22;395,03;397,44;397,44;397,44;397,44;397,44;386,25;386,25;397,44;390,5;397,44;397,44;397,44;397,44;397,44;397,44;397,44
05.04.2018;22 - 23;385,19;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;388,47;388,47;384,9;384,9;384,9;384,9
05.04.2018;23 - 00;367,44;355,67;355,67;355,67;355,67;355,67;342,36;342,36;377,67;377,67;377,67;377,67;377,67;355,67;355,67;355,67;355,67
06.04.2018;00 - 01;359,49;350,2;350,2;350,2;350,2;350,2;274,7;274,7;378,27;378,27;378,27;378,27;378,27;351,92;350,2;350,2;350,2
06.04.2018;01 - 02;354,9;335,83;335,83;335,83;335,83;335,83;281,79;281,79;377,6;377,6;377,6;377,6;377,6;351,64;335,83;335,83;335,83
06.04.2018;02 - 03;353,65;325,48;325,48;325,48;325,48;325,48;287,44;287,44;376,74;376,74;376,74;376,74;376,74;351,73;325,48;325,48;325,48
06.04.2018;03 - 04;353,17;320,5;320,5;320,5;320,5;320,5;278,44;278,44;376,64;376,64;376,64;376,64;376,64;352,12;320,5;320,5;320,5
06.04.2018;04 - 05;353,65;323,08;323,08;323,08;323,08;323,08;277,86;277,86;378,08;378,08;378,08;378,08;378,08;352,4;323,08;323,08;323,08
06.04.2018;05 - 06;371,18;374,06;374,06;374,06;374,06;374,06;329,12;329,12;376,07;376,07;376,07;376,07;376,07;374,06;374,06;374,06;374,06
06.04.2018;06 - 07;397,24;396,57;396,57;396,57;396,57;396,57;408,55;408,55;396,57;396,57;396,57;396,57;396,57;396,57;396,57;396,57;396,57
06.04.2018;07 - 08;438,25;437,3;437,3;437,3;437,3;437,3;515,38;515,38;437,3;437,3;437,3;437,3;437,3;437,3;437,3;437,3;437,3
06.04.2018;08 - 09;473,9;472,65;472,65;472,65;472,65;472,65;521,99;521,99;472,65;472,65;472,65;472,65;472,65;472,65;472,65;472,65;472,65
06.04.2018;09 - 10;421,1;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39
06.04.2018;10 - 11;402,32;401,84;401,84;401,84;401,84;414,11;401,84;401,84;401,84;401,84;401,84;401,84;401,84;401,84;414,11;414,11;414,11
06.04.2018;11 - 12;391,59;391,59;391,59;391,59;391,59;408,74;364,67;364,67;391,59;391,59;391,59;391,59;391,59;391,59;408,74;408,74;408,74
06.04.2018;12 - 13;387,47;387,09;387,09;387,09;387,09;392,45;364,76;364,76;387,09;387,09;387,09;387,09;387,09;387,09;392,45;392,45;392,45
06.04.2018;13 - 14;384,69;384,02;384,02;384,02;384,02;384,02;384,02;384,02;384,02;384,02;384,02;388,91;388,91;384,02;384,02;384,02;384,02
06.04.2018;14 - 15;379,52;378,27;378,27;378,27;378,27;378,27;378,27;378,27;378,27;378,27;378,27;382,3;382,3;378,27;378,27;378,27;378,27
06.04.2018;15 - 16;377,99;377,22;377,22;377,22;377,22;377,22;377,22;377,22;377,22;377,22;377,22;377,32;377,32;377,22;377,22;377,22;377,22
06.04.2018;16 - 17;381,63;380,86;380,86;380,86;380,86;380,86;380,86;380,86;380,86;380,86;380,86;380,86;380,86;380,86;380,86;380,86;380,86
06.04.2018;17 - 18;385,75;385,36;385,36;385,36;385,36;385,36;385,36;385,36;385,36;385,36;385,36;385,36;385,36;385,36;385,36;385,36;385,36
06.04.2018;18 - 19;388,72;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33
06.04.2018;19 - 20;397,24;396,77;396,77;396,77;396,77;396,77;404,05;404,05;396,77;396,77;396,77;396,77;396,77;396,77;396,77;396,77;396,77
06.04.2018;20 - 21;394,75;392,65;392,65;392,65;392,65;392,65;411,9;411,9;392,65;392,65;392,65;392,65;392,65;392,65;392,65;392,65;392,65
06.04.2018;21 - 22;388,81;388,33;388,33;388,33;388,33;388,33;378,27;378,27;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33;388,33
06.04.2018;22 - 23;379,62;379,9;379,9;379,9;379,9;379,9;363,42;363,42;379,9;379,9;379,9;379,9;379,9;379,9;379,9;379,9;379,9
06.04.2018;23 - 00;358,54;359,69;359,69;359,69;359,69;359,69;178,5;178,5;363,61;363,61;363,61;363,61;363,61;359,69;359,69;359,69;359,69
07.04.2018;00 - 01;368,14;374,56;374,56;374,56;374,56;374,56;182,49;182,49;374,56;374,56;374,56;374,56;374,56;374,56;374,56;374,56;374,56
07.04.2018;01 - 02;361,24;368,24;368,24;368,24;368,24;368,24;151,26;151,26;368,24;368,24;368,24;368,24;368,24;368,24;368,24;368,24;368,24
07.04.2018;02 - 03;357,99;366,7;366,7;366,7;366,7;366,7;127,12;127,12;366,7;366,7;366,7;366,7;366,7;366,7;366,7;366,7;366,7
07.04.2018;03 - 04;357,41;365,27;365,27;365,27;365,27;365,27;63,32;63,32;366,8;366,8;366,8;366,8;366,8;365,27;365,27;365,27;365,27
07.04.2018;04 - 05;362,3;368,81;368,81;368,81;368,81;368,81;73,47;73,47;368,81;368,81;368,81;368,81;368,81;368,81;368,81;368,81;368,81
07.04.2018;05 - 06;365,65;371,97;371,97;371,97;371,97;371,97;126,64;126,64;371,97;371,97;371,97;371,97;371,97;371,97;371,97;371,97;371,97
07.04.2018;06 - 07;367,66;371,21;371,21;371,21;371,21;371,21;137,27;137,27;371,21;371,21;371,21;371,21;371,21;371,21;371,21;371,21;371,21
07.04.2018;07 - 08;371,97;374,65;374,65;374,65;374,65;374,65;164,19;164,19;374,65;374,65;374,65;374,65;374,65;374,65;374,65;374,65;374,65
07.04.2018;08 - 09;382,22;392,38;392,38;392,38;392,38;392,38;181,72;181,72;392,38;378,87;392,38;392,38;392,38;392,38;392,38;392,38;392,38
07.04.2018;09 - 10;387,78;399,94;399,94;399,94;399,94;399,94;173,48;173,48;399,94;379,44;399,94;399,94;399,94;399,94;399,94;399,94;399,94
07.04.2018;10 - 11;388,16;400,52;400,52;400,52;400,52;400,52;126,64;126,64;400,52;379,92;400,52;400,52;400,52;400,52;400,52;400,52;400,52
07.04.2018;11 - 12;380,5;391,99;391,99;391,99;391,99;391,99;0,96;0,96;391,99;379,54;391,99;391,99;391,99;391,99;391,99;391,99;391,99
07.04.2018;12 - 13;374,75;383,75;383,75;383,75;383,75;383,75;0,29;0,29;383,75;379,06;383,75;383,75;383,75;383,75;383,75;383,75;383,75
07.04.2018;13 - 14;370,54;377,72;377,72;377,72;377,72;377,72;0,38;0,38;377,72;377,72;377,72;377,72;377,72;377,72;377,72;377,72;377,72
07.04.2018;14 - 15;365,84;373,6;373,6;373,6;373,6;373,6;1,05;1,05;373,6;373,6;373,6;373,6;373,6;373,6;373,6;373,6;373,6
07.04.2018;15 - 16;364,6;371,01;371,01;371,01;371,01;371,01;115,34;115,34;371,01;371,01;371,01;371,01;371,01;371,01;371,01;371,01;371,01
07.04.2018;16 - 17;365,65;368,33;368,33;368,33;368,33;368,33;223,3;223,3;368,62;368,62;368,62;368,62;368,62;368,33;368,33;368,33;368,33
07.04.2018;17 - 18;373,12;372,93;372,93;372,93;372,93;372,93;372,93;372,93;372,93;372,93;372,93;372,93;372,93;372,93;372,93;372,93;372,93
07.04.2018;18 - 19;378,68;378,49;378,49;378,49;378,49;378,49;378,49;378,49;378,49;378,49;378,49;378,49;378,49;378,49;378,49;378,49;378,49
07.04.2018;19 - 20;387,87;387,49;387,49;387,49;387,49;387,49;387,49;387,49;387,49;387,49;387,49;387,49;387,49;387,49;387,49;387,49;387,49
07.04.2018;20 - 21;388,16;387,78;387,78;387,78;387,78;387,78;387,78;387,78;387,78;387,78;387,78;387,78;387,78;387,78;387,78;387,78;387,78
07.04.2018;21 - 22;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46;374,46
07.04.2018;22 - 23;367,57;364,69;364,69;364,69;364,69;364,69;351,47;351,47;370,54;370,54;370,54;370,54;370,54;364,69;364,69;364,69;364,69
07.04.2018;23 - 00;369,96;371,88;371,88;371,88;371,88;371,88;353,58;353,58;371,88;371,88;371,88;371,88;371,88;371,88;344,1;344,1;344,1
08.04.2018;00 - 01;374,95;376,11;376,11;376,11;376,11;376,11;347,77;347,77;376,11;376,11;376,11;376,11;376,11;376,11;376,11;346,04;346,04
08.04.2018;01 - 02;371,49;374,47;374,47;374,47;374,47;374,47;309,24;309,24;375,24;375,24;375,24;375,24;375,24;374,47;346,42;346,42;346,42
08.04.2018;02 - 03;370,25;374,28;374,28;374,28;374,28;374,28;309,53;309,53;374,28;374,28;374,28;374,28;374,28;374,28;350,84;350,84;350,84
08.04.2018;03 - 04;372,26;374,86;374,86;374,86;374,86;374,86;323,46;323,46;374,86;374,86;374,86;374,86;374,86;374,86;374,86;351,22;351,22
08.04.2018;04 - 05;374,95;375,91;375,91;375,91;375,91;375,91;354,39;354,39;375,91;375,91;375,91;375,91;375,91;375,91;375,91;351,22;351,22
08.04.2018;05 - 06;377,16;377,36;377,36;377,36;377,36;377,36;364,67;364,67;377,36;377,36;377,36;377,36;377,36;377,36;377,36;346,61;346,61
08.04.2018;06 - 07;375,05;374,38;374,38;374,38;374,38;374,38;374,38;374,38;374,38;374,38;374,38;374,38;374,38;374,38;374,38;365,06;365,06
08.04.2018;07 - 08;373,9;373,32;373,32;373,32;373,32;373,32;373,32;373,32;373,32;373,32;373,32;373,32;373,32;373,32;373,32;373,32;373,32
08.04.2018;08 - 09;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7;378,7
08.04.2018;09 - 10;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54;382,54
08.04.2018;10 - 11;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75;384,75
08.04.2018;11 - 12;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73;382,73
08.04.2018;12 - 13;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37;379,37
08.04.2018;13 - 14;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82;375,82
08.04.2018;14 - 15;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51;373,51
08.04.2018;15 - 16;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74;372,74
08.04.2018;16 - 17;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22;373,22
08.04.2018;17 - 18;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34;375,34
08.04.2018;18 - 19;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08;379,08
08.04.2018;19 - 20;390,13;391,19;391,19;391,19;391,19;391,19;383,41;383,41;391,19;391,19;391,19;391,19;391,19;391,19;391,19;391,19;391,19
08.04.2018;20 - 21;408,39;405,98;405,98;405,98;405,98;405,98;413,76;413,76;405,98;405,98;405,98;405,98;405,98;405,98;405,98;405,98;405,98
08.04.2018;21 - 22;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41;400,41
08.04.2018;22 - 23;383,41;383,31;383,31;383,31;383,31;383,31;394,84;394,84;383,31;383,31;383,31;383,31;383,31;383,31;383,31;383,31;383,31
08.04.2018;23 - 00;371,59;372,74;372,74;372,74;372,74;372,74;361,22;361,22;372,74;372,74;372,74;372,74;372,74;372,74;372,74;351,22;351,22
09.04.2018;00 - 01;370,53;370,53;370,53;370,53;370,53;370,53;370,53;370,53;370,53;370,53;370,53;370,53;370,53;370,53;345,94;345,94;345,94
09.04.2018;01 - 02;365,25;365,06;365,06;365,06;365,06;365,06;365,06;365,06;365,83;365,83;365,83;365,06;365,06;365,06;323,36;323,36;323,36
09.04.2018;02 - 03;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;320,19;320,19;320,19
09.04.2018;03 - 04;365,25;364,77;364,77;364,77;364,77;364,77;350,46;350,46;369,86;369,86;369,86;364,77;364,77;364,77;330,67;330,67;330,67
09.04.2018;04 - 05;373,13;375,63;375,63;375,63;375,63;375,63;305,69;305,69;375,63;375,63;375,63;375,63;375,63;375,63;349,5;349,5;349,5
09.04.2018;05 - 06;382,45;383,5;383,5;383,5;383,5;383,5;357,76;357,76;383,5;383,5;383,5;383,5;383,5;383,5;383,5;383,5;383,5
09.04.2018;06 - 07;410,69;407,9;407,9;407,9;407,9;407,9;461,03;461,03;407,9;407,9;407,9;407,9;407,9;407,9;407,9;407,9;407,9
09.04.2018;07 - 08;480,82;480,72;480,72;480,72;480,72;480,72;542,78;542,78;480,72;480,72;480,72;480,72;480,72;480,72;480,72;480,72;480,72
09.04.2018;08 - 09;586,01;587,36;587,36;587,36;587,36;587,36;596,87;596,87;587,36;587,36;587,36;587,36;587,36;587,36;587,36;587,36;587,36
09.04.2018;09 - 10;492,54;499,65;499,65;499,65;499,65;499,65;499,65;499,65;499,65;499,65;499,65;499,65;499,65;499,65;499,65;499,65;499,65
09.04.2018;10 - 11;458,34;458,92;458,92;458,92;458,92;458,92;458,92;458,92;458,92;458,92;458,92;458,92;458,92;458,92;458,92;458,92;458,92
09.04.2018;11 - 12;429,71;430,19;430,19;430,19;430,19;430,19;430,19;430,19;430,19;430,19;430,19;430,19;430,19;430,19;430,19;430,19;430,19
09.04.2018;12 - 13;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52;412,52
09.04.2018;13 - 14;408,19;408,29;408,29;408,29;408,29;408,29;408,29;408,29;408,29;408,29;408,29;408,29;408,29;408,29;408,29;408,29;408,29
09.04.2018;14 - 15;398,68;398,78;398,78;398,78;398,78;398,78;398,78;398,78;398,78;398,78;398,78;398,78;398,78;398,78;398,78;398,78;398,78
09.04.2018;15 - 16;396,95;397,24;397,24;397,24;397,24;397,24;377,55;377,55;397,24;397,24;397,24;397,24;397,24;397,24;397,24;397,24;397,24
09.04.2018;16 - 17;401,18;403,1;403,1;403,1;403,1;403,1;393,88;393,88;403,1;403,1;403,1;403,1;403,1;403,1;403,1;403,1;403,1
09.04.2018;17 - 18;419,72;419,63;419,63;419,63;419,63;419,63;421,93;421,93;419,63;419,63;419,63;419,63;419,63;419,63;419,63;419,63;419,63
09.04.2018;18 - 19;432,4;431,44;431,44;431,44;431,44;431,44;458,15;458,15;431,44;431,44;431,44;431,44;431,44;431,44;431,44;431,44;431,44
09.04.2018;19 - 20;437,59;434,8;434,8;434,8;434,8;434,8;479,57;479,57;434,8;434,8;434,8;434,8;434,8;434,8;434,8;434,8;434,8
09.04.2018;20 - 21;420,39;419,43;419,43;419,43;419,43;419,43;444,41;444,41;419,43;419,43;419,43;419,43;419,43;419,43;419,43;419,43;419,43
09.04.2018;21 - 22;393,97;396,38;396,38;396,38;396,38;396,38;388,4;388,4;396,38;396,38;396,38;396,38;396,38;396,38;396,38;396,38;396,38
09.04.2018;22 - 23;380,72;380,72;380,72;380,72;380,72;380,72;377,93;377,93;380,72;380,72;380,72;380,72;380,72;380,72;380,72;380,72;380,72
09.04.2018;23 - 00;365,15;368,52;368,52;368,52;368,52;368,52;309,53;309,53;368,52;368,52;368,52;368,52;368,52;368,52;368,52;368,52;368,52
10.04.2018;00 - 01;366,85;368,87;368,87;368,87;368,87;368,87;329,05;329,05;368,87;368,87;368,87;368,87;368,87;368,87;368,87;368,87;368,87
10.04.2018;01 - 02;355,53;355,34;355,34;355,34;355,34;355,34;305,17;305,17;360,23;360,23;360,23;360,23;360,23;355,34;355,34;355,34;355,34
10.04.2018;02 - 03;354,96;355,24;355,24;355,24;355,24;355,24;278,21;278,21;358,89;358,89;358,89;358,89;358,89;355,24;355,24;355,24;355,24
10.04.2018;03 - 04;355,72;355,44;355,44;355,44;355,44;355,44;262,09;262,09;362,25;362,25;362,25;362,25;362,25;355,44;355,44;355,44;355,44
10.04.2018;04 - 05;358,7;362,44;362,44;362,44;362,44;362,44;269,09;269,09;362,82;362,82;362,82;362,82;362,82;362,44;362,44;362,44;362,44
10.04.2018;05 - 06;373,28;375,01;375,01;375,01;375,01;375,01;311,88;311,88;375,01;375,01;375,01;375,01;375,01;375,01;375,01;375,01;375,01
10.04.2018;06 - 07;391,12;396,88;396,88;396,88;396,88;396,88;396,88;396,88;396,88;380,47;396,88;396,88;396,88;396,88;396,88;396,88;396,88
10.04.2018;07 - 08;416,35;425,18;425,18;425,18;425,18;425,18;425,18;425,18;425,18;392,27;425,18;425,18;425,18;425,18;425,18;425,18;425,18
10.04.2018;08 - 09;430,36;438,8;438,8;438,8;438,8;438,8;412,32;412,32;438,8;412,32;438,8;438,8;438,8;438,8;438,8;438,8;438,8
10.04.2018;09 - 10;416,45;422,21;422,21;422,21;422,21;426,33;406,66;406,66;422,21;391,6;422,21;422,21;422,21;422,21;426,33;426,33;426,33
10.04.2018;10 - 11;401,48;415,01;415,01;415,01;415,01;425,95;364,93;364,93;415,01;380,09;415,01;415,01;415,01;415,01;425,95;425,95;425,95
10.04.2018;11 - 12;393,71;402,73;402,73;402,73;402,73;424,7;352,65;352,65;402,73;375,1;402,73;402,73;402,73;402,73;424,7;424,7;424,7
10.04.2018;12 - 13;401,48;402,92;402,92;402,92;402,92;426,14;402,92;402,92;402,92;380,47;402,92;402,92;402,92;402,92;426,14;426,14;426,14
10.04.2018;13 - 14;395,25;399,76;399,76;399,76;399,76;408,2;395,82;395,82;399,76;378,46;399,76;399,76;399,76;399,76;408,2;408,2;408,2
10.04.2018;14 - 15;382,11;394;394;394;394;394;296,34;296,34;394;372,13;394;394;394;394;394;394;394
10.04.2018;15 - 16;382,01;391,6;391,6;391,6;391,6;391,6;352,08;352,08;391,6;371,74;391,6;391,6;391,6;391,6;391,6;391,6;391,6
10.04.2018;16 - 17;381,43;392,37;392,37;392,37;392,37;392,37;326,46;326,46;392,37;371,65;392,37;392,37;392,37;392,37;392,37;392,37;392,37
10.04.2018;17 - 18;384,02;394,1;394,1;394,1;394,1;400,04;361,96;361,96;394,1;372,13;394,1;394,1;394,1;394,1;400,04;400,04;400,04
10.04.2018;18 - 19;390,74;395,92;395,92;395,92;395,92;407,82;388,15;388,15;395,92;377,98;395,92;395,92;395,92;395,92;407,82;407,82;407,82
10.04.2018;19 - 20;392,47;395,82;395,82;395,82;395,82;411,75;380,76;380,76;395,82;380,38;395,82;395,82;395,82;395,82;411,75;411,75;411,75
10.04.2018;20 - 21;386,71;394,86;394,86;394,86;394,86;394,86;375,2;375,2;394,86;375,58;394,86;394,86;394,86;394,86;394,86;394,86;394,86
10.04.2018;21 - 22;379,04;389,01;389,01;389,01;389,01;389,01;326,08;326,08;389,01;373,66;389,01;389,01;389,01;389,01;389,01;389,01;389,01
10.04.2018;22 - 23;374,53;378,17;378,17;378,17;378,17;378,17;296,92;296,92;378,17;374,53;378,17;378,17;378,17;378,17;378,17;378,17;378,17
10.04.2018;23 - 00;361,1;363,97;363,97;363,97;363,97;363,97;279,65;279,65;363,97;363,97;363,97;363,97;363,97;363,97;363,97;363,97;363,97
11.04.2018;00 - 01;367,52;372,72;372,72;372,72;372,72;372,72;208,37;208,37;372,72;372,72;372,72;372,72;372,72;372,72;358,66;358,66;358,66
11.04.2018;01 - 02;361,84;367,43;367,43;367,43;367,43;367,43;193,54;193,54;367,43;367,43;367,43;367,43;367,43;367,43;342,09;342,09;342,09
11.04.2018;02 - 03;359,14;365,98;365,98;365,98;365,98;365,98;192,29;192,29;365,98;365,98;365,98;365,98;365,98;365,98;341,32;341,32;341,32
11.04.2018;03 - 04;363,48;368,77;368,77;368,77;368,77;368,77;192,29;192,29;368,77;368,77;368,77;368,77;368,77;368,77;368,77;346,81;346,81
11.04.2018;04 - 05;365,5;370,12;370,12;370,12;370,12;370,12;206,54;206,54;370,12;370,12;370,12;370,12;370,12;370,12;370,12;347,48;347,48
11.04.2018;05 - 06;379,47;381,68;381,68;381,68;381,68;381,68;254,23;254,23;381,68;381,68;381,68;381,68;381,68;381,68;381,68;381,68;381,68
11.04.2018;06 - 07;388,81;392,09;392,09;392,09;392,09;392,09;351,53;351,53;392,09;386,31;392,09;392,09;392,09;392,09;392,09;392,09;392,09
11.04.2018;07 - 08;412,32;429,37;429,37;429,37;429,37;429,37;409,62;409,62;429,37;384,86;429,37;429,37;429,37;429,37;429,37;429,37;429,37
11.04.2018;08 - 09;430,53;449,79;449,79;449,79;449,79;449,79;415,3;417,81;449,79;394,11;449,79;449,79;449,79;449,79;449,79;449,79;449,79
11.04.2018;09 - 10;408,37;430,53;430,53;430,53;430,53;430,53;383,51;383,51;430,53;384,48;430,53;430,53;430,53;430,53;430,53;430,53;430,53
11.04.2018;10 - 11;400,57;419,54;419,54;419,54;419,54;419,54;368,97;368,97;419,54;379,08;419,54;419,54;419,54;419,54;419,54;419,54;419,54
11.04.2018;11 - 12;391,7;405,86;405,86;405,86;405,86;405,86;324,56;324,56;405,86;377,93;405,86;405,86;405,86;405,86;405,86;405,86;405,86
11.04.2018;12 - 13;388,52;397,87;397,87;397,87;397,87;397,87;295,37;295,37;397,87;380,53;397,87;397,87;397,87;397,87;397,87;397,87;397,87
11.04.2018;13 - 14;387,08;398,35;398,35;398,35;398,35;398,35;251,44;251,44;398,35;380,05;398,35;398,35;398,35;398,35;398,35;398,35;398,35
11.04.2018;14 - 15;384,38;391,7;391,7;391,7;391,7;391,7;251,05;251,05;391,7;379,76;391,7;391,7;391,7;391,7;391,7;391,7;391,7
11.04.2018;15 - 16;383,51;391,32;391,32;391,32;391,32;391,32;250,67;250,67;391,32;379,47;391,32;391,32;391,32;391,32;391,32;391,32;391,32
11.04.2018;16 - 17;384,09;393,92;393,92;393,92;393,92;393,92;251,05;251,05;393,92;379,27;393,92;393,92;393,92;393,92;393,92;393,92;393,92
11.04.2018;17 - 18;386,89;394,5;394,5;394,5;394,5;394,5;348,06;348,06;394,5;378,6;394,5;394,5;394,5;394,5;394,5;394,5;394,5
11.04.2018;18 - 19;389,2;397;397;397;397;397;372,05;372,05;397;379,85;397;397;397;397;397;397;397
11.04.2018;19 - 20;394,78;400,47;400,47;400,47;400,47;400,47;394,59;394,59;400,47;386,69;400,47;400,47;400,47;400,47;400,47;400,47;400,47
11.04.2018;20 - 21;397,68;401,53;401,53;401,53;401,53;401,53;394,59;394,59;401,53;390,26;401,53;401,53;401,53;401,53;401,53;401,53;401,53
11.04.2018;21 - 22;390,55;395,84;395,84;395,84;395,84;395,84;379,18;379,18;395,84;383,42;395,84;395,84;395,84;395,84;395,84;395,84;395,84
11.04.2018;22 - 23;382,74;387,27;387,27;387,27;387,27;387,27;335,92;335,92;387,27;381,01;387,27;387,27;387,27;387,27;387,27;387,27;387,27
11.04.2018;23 - 00;375,33;378,79;378,79;378,79;378,79;378,79;260,11;260,11;378,79;378,79;378,79;378,79;378,79;378,79;357,12;357,12;357,12
12.04.2018;00 - 01;378,83;381,23;381,23;381,23;381,23;381,23;240,05;240,05;381,23;381,23;381,23;381,23;381,23;381,23;347,09;347,09;347,09
