Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 19-10-2021;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;AT;BE;DE-LU;FR;NL
28.01.2021;09 - 10;717,75;718,17;718,17;718,17;718,17;718,17;718,17;718,17;718,17;718,17;718,17;718,17;718,17;718,17;718,17;718,17;718,17;;;;;
28.01.2021;10 - 11;699,29;699,7;699,7;706,28;706,28;706,28;699,7;706,28;706,28;699,7;699,7;699,7;699,7;699,7;706,28;706,28;706,28;;;;;
28.01.2021;11 - 12;674,98;592,34;592,34;703,67;703,67;703,67;667,78;703,67;667,78;667,78;667,78;592,34;592,34;592,34;703,67;703,67;703,67;;;;;
28.01.2021;12 - 13;620,51;563,12;563,12;655,36;655,36;655,36;633,76;655,36;633,76;633,76;633,76;563,12;563,12;563,12;655,36;655,36;655,36;;;;;
28.01.2021;13 - 14;625,21;625,1;625,1;642,32;642,32;642,32;626,87;642,32;626,87;626,87;626,87;625,1;625,1;625,1;642,32;642,32;642,32;;;;;
28.01.2021;14 - 15;626,46;621,87;621,87;637,1;637,1;637,1;621,87;637,1;621,87;621,87;621,87;621,87;621,87;621,87;637,1;637,1;637,1;;;;;
28.01.2021;15 - 16;599,85;621,03;621,03;621,03;621,03;621,03;591,71;621,03;591,71;591,71;591,71;591,71;591,71;591,71;621,03;621,03;621,03;;;;;
28.01.2021;16 - 17;652,54;660,89;660,89;711,6;711,6;711,6;592,23;711,6;595,16;592,23;595,16;625,31;625,31;625,31;711,6;711,6;711,6;;;;;
28.01.2021;17 - 18;717,34;652,75;652,75;835,45;835,45;835,45;652,75;835,45;835,45;652,75;652,75;652,75;652,75;652,75;835,45;835,45;835,45;;;;;
28.01.2021;18 - 19;717,13;681,97;681,97;727,98;727,98;727,98;681,97;727,98;681,97;681,97;681,97;681,97;681,97;681,97;727,98;727,98;727,98;;;;;
28.01.2021;19 - 20;633,24;633,34;633,34;638,25;638,25;638,25;633,34;638,25;633,34;633,34;633,34;633,34;633,34;633,34;638,25;638,25;638,25;;;;;
28.01.2021;20 - 21;592,44;580,86;580,86;580,86;580,86;580,86;580,86;580,86;580,86;580,86;580,86;580,86;580,86;580,86;580,86;580,86;580,86;;;;;
28.01.2021;21 - 22;558,53;556,13;556,13;556,13;556,13;556,13;556,13;556,13;556,13;556,13;556,13;556,13;556,13;556,13;556,13;556,13;556,13;;;;;
28.01.2021;22 - 23;539,33;532,34;532,34;532,34;532,34;532,34;532,34;532,34;532,34;532,34;532,34;532,34;532,34;532,34;532,34;532,34;532,34;;;;;
28.01.2021;23 - 00;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;474,85;;;;;
29.01.2021;00 - 01;448,52;448,63;448,63;448,63;448,63;448,63;448,63;448,63;448,63;448,63;448,63;448,63;448,63;448,63;448,63;448,63;448,63;;;;;
29.01.2021;01 - 02;428,98;428,98;428,98;428,98;428,98;428,98;418,69;428,98;428,98;428,98;428,98;428,98;428,98;428,98;428,98;428,98;428,98;;;;;
29.01.2021;02 - 03;413,44;413,54;413,54;413,54;413,54;413,54;403,56;413,54;413,54;413,54;413,54;413,54;413,54;413,54;413,54;413,54;413,54;;;;;
29.01.2021;03 - 04;407,03;407,35;407,35;407,35;407,35;407,35;397,58;407,35;407,35;407,35;407,35;407,35;407,35;407,35;407,35;407,35;407,35;;;;;
29.01.2021;04 - 05;413,33;413,65;413,65;413,65;413,65;413,65;395,06;413,65;413,65;413,65;413,65;413,65;413,65;413,65;413,65;413,65;413,65;;;;;
29.01.2021;05 - 06;450,62;451,25;451,25;451,25;451,25;455,98;450,1;451,25;450,1;450,1;450,1;451,25;451,25;451,25;455,98;455,98;455,98;;;;;
29.01.2021;06 - 07;497,15;495,47;495,47;495,47;495,47;616,58;472,68;495,47;495,47;472,68;495,47;488,23;488,23;488,23;616,58;616,58;616,58;;;;;
29.01.2021;07 - 08;626,14;683,71;683,71;683,71;683,71;683,71;582,13;683,71;683,71;582,13;582,13;582,13;582,13;582,13;683,71;683,71;683,71;;;;;
29.01.2021;08 - 09;722,68;770,89;770,89;770,89;770,89;770,89;615,11;770,89;770,89;615,11;701,77;701,77;701,77;701,77;770,89;770,89;770,89;;;;;
29.01.2021;09 - 10;679,08;769,73;769,73;769,73;769,73;769,73;618,48;769,73;769,73;618,48;769,73;769,73;769,73;769,73;769,73;769,73;769,73;;;;;
29.01.2021;10 - 11;680,03;670,47;670,47;722,26;722,26;722,26;595,26;722,26;722,26;595,26;670,47;670,47;670,47;670,47;722,26;722,26;722,26;;;;;
29.01.2021;11 - 12;603,14;638,22;638,22;667,42;667,42;667,42;574,88;667,42;667,42;574,88;638,22;638,22;638,22;638,22;667,42;667,42;667,42;;;;;
29.01.2021;12 - 13;590,74;583,71;583,71;658,5;658,5;658,5;561,12;658,5;583,71;561,12;583,71;583,71;583,71;583,71;658,5;658,5;658,5;;;;;
29.01.2021;13 - 14;565,43;554,4;554,4;656,5;656,5;656,5;514,8;656,5;554,4;514,8;554,4;554,4;554,4;554,4;656,5;656,5;656,5;;;;;
29.01.2021;14 - 15;526,04;535,07;535,07;577,61;577,61;577,61;483,39;577,61;513,12;492,01;513,12;535,07;535,07;535,07;577,61;577,61;577,61;;;;;
29.01.2021;15 - 16;545,37;532,45;532,45;545,58;545,58;623,94;532,45;545,58;532,45;532,45;532,45;532,45;532,45;532,45;623,94;623,94;623,94;;;;;
29.01.2021;16 - 17;592,32;559,44;559,44;670,79;670,79;670,79;577,51;670,79;584,23;577,51;577,51;559,44;559,44;559,44;670,79;670,79;670,79;;;;;
29.01.2021;17 - 18;619,32;533,08;533,08;697,99;697,99;697,99;625,41;697,99;697,99;625,41;625,41;533,08;533,08;533,08;697,99;697,99;697,99;;;;;
29.01.2021;18 - 19;626,04;529,4;529,4;668,47;668,47;668,47;638,54;668,47;638,54;638,54;638,54;529,4;529,4;529,4;668,47;668,47;668,47;;;;;
29.01.2021;19 - 20;592,01;504,19;504,19;623,73;623,73;623,73;623,73;623,73;623,73;623,73;623,73;504,19;504,19;504,19;623,73;623,73;623,73;;;;;
29.01.2021;20 - 21;543,9;501,46;501,46;570,79;570,79;570,79;570,79;570,79;570,79;570,79;570,79;501,46;501,46;501,46;570,79;570,79;570,79;;;;;
29.01.2021;21 - 22;518,16;501,99;501,99;525,52;525,52;525,52;525,52;525,52;525,52;525,52;525,52;501,99;501,99;501,99;525,52;525,52;525,52;;;;;
29.01.2021;22 - 23;483,71;482,13;482,13;482,13;482,13;482,13;482,13;482,13;482,13;482,13;482,13;482,13;482,13;482,13;482,13;482,13;482,13;;;;;
29.01.2021;23 - 00;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;449,47;;;;;
30.01.2021;00 - 01;437,54;437,54;437,54;437,54;437,54;437,54;434,33;437,54;437,54;437,54;437,54;437,54;437,54;437,54;437,54;437,54;437,54;;;;;
30.01.2021;01 - 02;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;417,48;;;;;
30.01.2021;02 - 03;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;403,63;;;;;
30.01.2021;03 - 04;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;392,37;;;;;
30.01.2021;04 - 05;393,5;393,61;393,61;393,61;393,61;393,61;360,32;393,61;393,61;393,61;393,61;393,61;393,61;393,61;393,61;393,61;393,61;;;;;
30.01.2021;05 - 06;407,35;407,35;407,35;407,35;407,35;407,35;393,71;407,35;407,35;407,35;407,35;407,35;407,35;407,35;407,35;407,35;407,35;;;;;
30.01.2021;06 - 07;429,58;429,58;429,58;429,58;429,58;429,58;424,62;429,58;429,58;429,58;429,58;429,58;429,58;429,58;429,58;429,58;429,58;;;;;
30.01.2021;07 - 08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;448,08;;;;;
30.01.2021;08 - 09;499,35;498,83;498,83;498,83;503,79;498,83;503,79;503,79;498,83;498,83;498,83;498,83;498,83;498,83;498,83;498,83;503,79;;;;;
30.01.2021;09 - 10;584,31;534,7;534,7;596,71;596,71;596,71;596,71;596,71;596,71;596,71;596,71;534,7;534,7;534,7;596,71;596,71;596,71;;;;;
30.01.2021;10 - 11;584,31;537,59;537,59;597,54;597,54;597,54;597,54;597,54;597,54;597,54;597,54;537,59;537,59;537,59;597,54;597,54;597,54;;;;;
30.01.2021;11 - 12;584,72;550,3;550,3;597,23;597,23;597,23;597,23;597,23;597,23;597,23;597,23;550,3;550,3;550,3;597,23;597,23;597,23;;;;;
30.01.2021;12 - 13;559,09;550,51;550,51;569,84;569,84;569,84;569,84;569,84;569,84;569,84;569,84;550,51;550,51;550,51;569,84;569,84;569,84;;;;;
30.01.2021;13 - 14;522,71;523,02;523,02;523,02;523,02;523,02;523,02;523,02;523,02;523,02;523,02;523,02;523,02;523,02;523,02;523,02;523,02;;;;;
30.01.2021;14 - 15;494,7;496,04;496,04;496,04;496,04;496,04;496,04;496,04;496,04;496,04;496,04;496,04;496,04;496,04;496,04;496,04;496,04;;;;;
30.01.2021;15 - 16;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;496,66;;;;;
30.01.2021;16 - 17;571,39;530,56;530,56;584,83;584,83;584,83;584,83;584,83;584,83;584,83;584,83;530,56;530,56;530,56;584,83;584,83;584,83;;;;;
30.01.2021;17 - 18;585,55;538,73;538,73;626,17;626,17;626,17;626,17;626,17;626,17;626,17;626,17;538,73;538,73;538,73;626,17;626,17;626,17;;;;;
30.01.2021;18 - 19;588,34;542,14;542,14;637,23;637,23;637,23;637,23;637,23;637,23;637,23;637,23;542,14;542,14;542,14;637,23;637,23;637,23;;;;;
30.01.2021;19 - 20;584,93;536,56;536,56;616,25;616,25;616,25;616,25;616,25;616,25;616,25;616,25;536,56;536,56;536,56;616,25;616,25;616,25;;;;;
30.01.2021;20 - 21;546,58;545,55;545,55;545,55;545,55;545,55;545,55;545,55;545,55;545,55;545,55;545,55;545,55;545,55;545,55;545,55;545,55;;;;;
30.01.2021;21 - 22;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;485,39;;;;;
30.01.2021;22 - 23;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;485,6;;;;;
30.01.2021;23 - 00;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;437,23;;;;;
31.01.2021;00 - 01;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;437,15;;;;;
31.01.2021;01 - 02;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;;;;;
31.01.2021;02 - 03;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;420,84;;;;;
31.01.2021;03 - 04;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;410,35;;;;;
31.01.2021;04 - 05;410,87;410,87;410,87;410,87;410,87;410,87;401,1;410,87;410,87;410,87;410,87;410,87;410,87;410,87;410,87;410,87;410,87;;;;;
31.01.2021;05 - 06;421,05;421,98;421,98;421,98;421,98;421,98;419,8;421,98;421,98;419,8;421,98;421,98;421,98;421,98;421,98;421,98;421,98;;;;;
31.01.2021;06 - 07;423,12;424,06;424,06;424,06;424,06;424,06;419,38;424,06;424,06;419,9;424,06;424,06;424,06;424,06;424,06;424,06;424,06;;;;;
31.01.2021;07 - 08;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;428,94;;;;;
31.01.2021;08 - 09;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;465,92;;;;;
31.01.2021;09 - 10;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;510,59;;;;;
31.01.2021;10 - 11;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;527,01;;;;;
31.01.2021;11 - 12;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;531,27;;;;;
31.01.2021;12 - 13;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;523,27;;;;;
31.01.2021;13 - 14;481,61;482,34;482,34;482,34;482,34;482,34;480,26;482,34;482,34;480,26;482,34;482,34;482,34;482,34;482,34;482,34;482,34;;;;;
31.01.2021;14 - 15;477,25;477,35;477,35;477,35;477,35;477,35;476,83;477,35;477,35;476,83;477,35;477,35;477,35;477,35;477,35;477,35;477,35;;;;;
31.01.2021;15 - 16;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;497,82;;;;;
31.01.2021;16 - 17;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;549,76;;;;;
31.01.2021;17 - 18;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;669,64;;;;;
31.01.2021;18 - 19;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;663,62;;;;;
31.01.2021;19 - 20;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;647,72;;;;;
31.01.2021;20 - 21;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;602,43;;;;;
31.01.2021;21 - 22;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;533,35;;;;;
31.01.2021;22 - 23;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;511,95;;;;;
31.01.2021;23 - 00;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;471,22;;;;;
01.02.2021;00 - 01;441,62;442,03;442,03;442,03;442,03;442,03;427,8;442,03;442,03;442,03;442,03;442,03;442,03;442,03;442,03;442,03;442,03;;;;;
01.02.2021;01 - 02;425,72;425,72;425,72;425,72;425,72;425,72;415,54;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;425,72;;;;;
01.02.2021;02 - 03;425,2;425,31;425,31;425,31;425,31;425,31;415,54;425,31;425,31;425,31;425,31;425,31;425,31;425,31;425,31;425,31;425,31;;;;;
01.02.2021;03 - 04;415,75;415,75;415,75;415,75;415,75;415,75;400,06;415,75;415,75;415,75;415,75;415,75;415,75;415,75;415,75;415,75;415,75;;;;;
01.02.2021;04 - 05;422,19;423,44;423,44;423,44;423,44;423,44;388,53;423,44;423,44;418,55;423,44;423,44;423,44;423,44;423,44;423,44;423,44;;;;;
01.02.2021;05 - 06;484,1;501,87;501,87;501,87;501,87;603,99;415,44;501,87;476,94;419,8;476,94;501,87;501,87;501,87;603,99;603,99;603,99;;;;;
01.02.2021;06 - 07;579,47;617,28;617,28;617,28;617,28;674,84;560,36;617,28;617,28;560,36;617,28;617,28;617,28;617,28;674,84;674,84;674,84;;;;;
01.02.2021;07 - 08;917,93;895,59;895,59;1557,76;1557,76;1557,76;658,53;1557,76;1557,76;658,53;895,59;895,59;895,59;895,59;1557,76;1557,76;1557,76;;;;;
01.02.2021;08 - 09;1817,16;2077,08;2077,08;2077,08;2077,08;2077,08;673,28;2077,08;2077,08;673,28;2077,08;2077,08;2077,08;2077,08;2077,08;2077,08;2077,08;;;;;
01.02.2021;09 - 10;1454,91;1722,31;1722,31;1722,31;1722,31;1722,31;676,29;1722,31;1722,31;676,29;1722,31;1722,31;1722,31;1722,31;1722,31;1722,31;1722,31;;;;;
01.02.2021;10 - 11;1006,33;1304,17;1304,17;1304,17;1304,17;1304,17;671,72;1304,17;1304,17;671,72;1304,17;1304,17;1304,17;1304,17;1304,17;1304,17;1304,17;;;;;
01.02.2021;11 - 12;750,15;697,9;697,9;697,9;697,9;697,9;681,17;697,9;697,9;681,17;697,9;697,9;697,9;697,9;697,9;697,9;697,9;;;;;
01.02.2021;12 - 13;751,4;686,06;686,06;686,06;686,06;686,06;669,64;686,06;686,06;669,64;686,06;686,06;686,06;686,06;686,06;686,06;686,06;;;;;
01.02.2021;13 - 14;650,63;689,28;689,28;689,28;689,28;689,28;672,76;689,28;689,28;672,76;689,28;689,28;689,28;689,28;689,28;689,28;689,28;;;;;
01.02.2021;14 - 15;714,94;814,98;814,98;814,98;814,98;814,98;664,86;814,98;814,98;664,86;814,98;814,98;814,98;814,98;814,98;814,98;814,98;;;;;
01.02.2021;15 - 16;748,39;894,24;894,24;894,24;894,24;894,24;657,59;894,24;894,24;657,59;894,24;894,24;894,24;894,24;894,24;894,24;894,24;;;;;
01.02.2021;16 - 17;815,19;1454,6;1454,6;1454,6;1454,6;1454,6;667,57;1454,6;1454,6;667,57;1454,6;1454,6;1454,6;1454,6;1454,6;1454,6;1454,6;;;;;
01.02.2021;17 - 18;1550,59;2077,08;2077,08;2077,08;2077,08;2077,08;728,96;2077,08;2077,08;728,96;2077,08;2077,08;2077,08;2077,08;2077,08;2077,08;2077,08;;;;;
01.02.2021;18 - 19;1142,84;1236,54;1236,54;1236,54;1236,54;1236,54;847,49;1236,54;1236,54;847,49;1236,54;1236,54;1236,54;1236,54;1236,54;1236,54;1236,54;;;;;
01.02.2021;19 - 20;750,88;732,08;732,08;732,08;732,08;732,08;726,16;732,08;732,08;726,16;732,08;732,08;732,08;732,08;732,08;732,08;732,08;;;;;
01.02.2021;20 - 21;655,2;647,1;647,1;647,1;647,1;647,1;647,1;647,1;647,1;647,1;647,1;647,1;647,1;647,1;647,1;647,1;647,1;;;;;
01.02.2021;21 - 22;584,15;585,5;585,5;585,5;585,5;585,5;585,5;585,5;585,5;585,5;585,5;585,5;585,5;585,5;585,5;585,5;585,5;;;;;
01.02.2021;22 - 23;573,55;573,96;573,96;573,96;573,96;573,96;573,96;573,96;573,96;573,96;573,96;573,96;573,96;573,96;573,96;573,96;573,96;;;;;
01.02.2021;23 - 00;512,98;513,19;513,19;513,19;513,19;513,19;513,19;513,19;513,19;513,19;513,19;513,19;513,19;513,19;513,19;513,19;513,19;;;;;
02.02.2021;00 - 01;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;479,17;;;;;
02.02.2021;01 - 02;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;467,95;;;;;
02.02.2021;02 - 03;452,89;452,79;452,79;452,79;452,79;452,79;452,79;452,79;452,79;452,79;452,79;452,79;452,79;452,79;452,79;452,79;452,79;;;;;
02.02.2021;03 - 04;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;440,84;;;;;
02.02.2021;04 - 05;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;456,84;;;;;
02.02.2021;05 - 06;495,89;495,69;495,69;495,69;495,69;584,81;478,76;495,69;478,76;478,76;478,76;495,69;495,69;495,69;584,81;584,81;584,81;;;;;
02.02.2021;06 - 07;623,04;648,8;648,8;648,8;648,8;674,56;604,24;648,8;648,8;604,24;648,8;648,8;648,8;648,8;674,56;674,56;674,56;;;;;
02.02.2021;07 - 08;941,83;1210,13;1210,13;1210,13;1210,13;1210,13;657,94;1210,13;1210,13;657,94;1210,13;1210,13;1210,13;1210,13;1210,13;1210,13;1210,13;;;;;
02.02.2021;08 - 09;1377,06;1581,48;1581,48;1581,48;1581,48;1581,48;811,57;1581,48;1581,48;811,57;1581,48;1581,48;1581,48;1581,48;1581,48;1581,48;1581,48;;;;;
02.02.2021;09 - 10;942,45;1240,57;1240,57;1240,57;1240,57;1240,57;721,51;1240,57;1240,57;721,51;1240,57;1240,57;1240,57;1240,57;1240,57;1240,57;1240,57;;;;;
02.02.2021;10 - 11;866;1039,57;1039,57;1039,57;1039,57;1039,57;688,48;1039,57;1039,57;688,48;1039,57;1039,57;1039,57;1039,57;1039,57;1039,57;1039,57;;;;;
02.02.2021;11 - 12;649,21;693,57;693,57;693,57;693,57;693,57;676,95;693,57;693,57;676,95;693,57;693,57;693,57;693,57;693,57;693,57;693,57;;;;;
02.02.2021;12 - 13;674,25;664,69;664,69;664,69;664,69;664,69;638,51;664,69;664,69;638,51;664,69;664,69;664,69;664,69;664,69;664,69;664,69;;;;;
02.02.2021;13 - 14;648,8;650,04;650,04;650,04;650,04;650,04;634,05;650,04;650,04;634,05;650,04;650,04;650,04;650,04;650,04;650,04;650,04;;;;;
02.02.2021;14 - 15;649,63;669,26;669,26;669,26;669,26;669,26;617,74;669,26;669,26;617,74;669,26;669,26;669,26;669,26;669,26;669,26;669,26;;;;;
02.02.2021;15 - 16;618,47;672,58;672,58;672,58;672,58;672,58;565,59;672,58;672,58;565,59;672,58;672,58;672,58;672,58;672,58;672,58;672,58;;;;;
02.02.2021;16 - 17;623,97;819,98;819,98;819,98;819,98;819,98;498,28;819,98;819,98;498,28;819,98;819,98;819,98;819,98;819,98;819,98;819,98;;;;;
02.02.2021;17 - 18;848,13;927,39;927,39;927,39;927,39;927,39;603,92;927,39;927,39;603,92;927,39;927,39;927,39;927,39;927,39;927,39;927,39;;;;;
02.02.2021;18 - 19;685,67;685,67;685,67;685,67;685,67;685,67;604,34;685,67;685,67;604,34;685,67;685,67;685,67;685,67;685,67;685,67;685,67;;;;;
02.02.2021;19 - 20;622,21;624,39;624,39;624,39;624,39;624,39;603,09;624,39;624,39;603,09;624,39;624,39;624,39;624,39;624,39;624,39;624,39;;;;;
02.02.2021;20 - 21;530,69;531,73;531,73;531,73;531,73;531,73;518,95;531,73;531,73;518,95;531,73;531,73;531,73;531,73;531,73;531,73;531,73;;;;;
02.02.2021;21 - 22;498,91;505,24;505,24;505,24;505,24;505,24;493,09;505,24;505,24;493,09;505,24;505,24;505,24;505,24;505,24;505,24;505,24;;;;;
02.02.2021;22 - 23;483,12;483,43;483,43;483,43;483,43;483,43;483,43;483,43;483,43;480,52;483,43;483,43;483,43;483,43;483,43;483,43;483,43;;;;;
02.02.2021;23 - 00;430,87;436,06;436,06;436,06;436,06;436,06;421,94;436,06;436,06;424,95;436,06;436,06;436,06;436,06;436,06;436,06;436,06;;;;;
03.02.2021;00 - 01;399,34;401;401;401;401;401;368,77;401;401;399,66;401;401;401;401;401;401;401;;;;;
03.02.2021;01 - 02;386,7;388,98;388,98;388,98;388,98;388,98;325,55;388,98;388,98;388,98;388,98;388,98;388,98;388,98;388,98;388,98;388,98;;;;;
03.02.2021;02 - 03;377,37;380,69;380,69;380,69;380,69;380,69;319,02;380,69;380,69;374,99;380,69;380,69;380,69;380,69;380,69;380,69;380,69;;;;;
03.02.2021;03 - 04;373,12;382,55;382,55;382,55;382,55;382,55;310,83;382,55;382,55;364,83;382,55;382,55;382,55;382,55;382,55;382,55;382,55;;;;;
03.02.2021;04 - 05;388,98;401;401;401;401;401;329,18;401;401;372,19;401;401;401;401;401;401;401;;;;;
03.02.2021;05 - 06;422,35;427,33;427,33;427,33;427,33;488,38;392,92;427,33;427,33;398,93;427,33;427,33;427,33;427,33;488,38;488,38;488,38;;;;;
03.02.2021;06 - 07;460,6;466,82;466,82;466,82;466,82;621,14;427,02;466,82;466,82;421,01;466,82;466,82;466,82;466,82;621,14;621,14;621,14;;;;;
03.02.2021;07 - 08;581,14;518,74;518,74;712,14;712,14;712,14;579,48;712,14;712,14;579,48;712,14;518,74;518,74;518,74;712,14;712,14;712,14;;;;;
03.02.2021;08 - 09;622,49;522,47;522,47;879,32;879,32;879,32;581,24;879,32;879,32;581,24;879,32;522,47;522,47;522,47;879,32;879,32;879,32;;;;;
03.02.2021;09 - 10;606,43;517,91;517,91;766,66;766,66;766,66;581,24;766,66;766,66;581,24;766,66;517,91;517,91;517,91;766,66;766,66;766,66;;;;;
03.02.2021;10 - 11;582,48;517,19;517,19;879,74;879,74;879,74;559,99;879,74;879,74;559,99;879,74;517,19;517,19;517,19;879,74;879,74;879,74;;;;;
03.02.2021;11 - 12;620,32;524,96;524,96;638,04;638,04;638,04;590,47;638,04;638,04;590,47;638,04;524,96;524,96;524,96;638,04;638,04;638,04;;;;;
03.02.2021;12 - 13;567,56;524,65;524,65;620,73;620,73;620,73;562,9;620,73;620,73;562,9;620,73;524,65;524,65;524,65;620,73;620,73;620,73;;;;;
03.02.2021;13 - 14;538,85;521,44;521,44;610,68;610,68;610,68;536,78;610,68;610,68;536,78;610,68;521,44;521,44;521,44;610,68;610,68;610,68;;;;;
03.02.2021;14 - 15;516,46;513,35;513,35;518,95;518,95;621,25;475,94;518,95;518,95;475,94;518,95;513,35;513,35;513,35;621,25;621,25;621,25;;;;;
03.02.2021;15 - 16;509,21;507,96;507,96;507,96;507,96;620;452,1;507,96;507,96;452,1;507,96;507,96;507,96;507,96;620;620;620;;;;;
03.02.2021;16 - 17;511,07;489,93;489,93;570,57;570,57;624,56;435,41;570,57;570,57;435,41;570,57;489,93;489,93;489,93;624,56;624,56;624,56;;;;;
03.02.2021;17 - 18;520,19;462,77;462,77;713,91;713,91;713,91;497,6;713,91;713,91;497,6;713,91;462,77;462,77;462,77;713,91;713,91;713,91;;;;;
03.02.2021;18 - 19;515,12;451,58;451,58;565,49;565,49;710,28;551,91;565,49;565,49;551,91;565,49;451,58;451,58;451,58;710,28;710,28;710,28;;;;;
03.02.2021;19 - 20;498,95;442,05;442,05;527,14;527,14;527,14;527,14;527,14;527,14;527,14;527,14;442,05;442,05;442,05;527,14;527,14;527,14;;;;;
03.02.2021;20 - 21;449,3;440,39;440,39;453,03;453,03;453,03;453,03;453,03;453,03;453,03;453,03;440,39;440,39;440,39;453,03;453,03;453,03;;;;;
03.02.2021;21 - 22;432,41;433,13;433,13;433,13;433,13;433,13;433,13;433,13;433,13;433,13;433,13;433,13;433,13;433,13;433,13;433,13;433,13;;;;;
03.02.2021;22 - 23;415,51;416,13;416,13;416,13;416,13;416,13;416,13;416,13;416,13;416,13;416,13;416,13;416,13;416,13;416,13;416,13;416,13;;;;;
03.02.2021;23 - 00;382,04;382,76;382,76;382,76;382,76;382,76;368,04;382,76;382,76;382,76;382,76;382,76;382,76;382,76;382,76;382,76;382,76;;;;;
