Elspot Prices in NOK/MWh;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 19-10-2021;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;AT;BE;DE-LU;FR;NL
07.01.2021;17 - 18;946,96;1036,72;1036,72;1036,72;1036,72;1036,72;1036,72;1037,65;1036,72;1036,72;1036,72;1036,72;1036,72;309,84;1036,72;1036,72;1036,72;;;;;
07.01.2021;18 - 19;861,35;878,06;878,06;878,06;878,06;878,06;878,06;938,35;878,06;878,06;878,06;878,06;878,06;305,17;878,06;878,06;878,06;;;;;
07.01.2021;19 - 20;743,68;807,19;807,19;807,19;807,19;807,19;807,19;833,03;807,19;807,19;807,19;807,19;807,19;299,98;807,19;807,19;807,19;;;;;
07.01.2021;20 - 21;639,92;676,55;676,55;676,55;676,55;676,55;676,55;693,15;671,67;671,67;671,67;676,55;676,55;321,57;676,55;676,55;676,55;;;;;
07.01.2021;21 - 22;575,38;615,64;615,64;615,64;615,64;615,64;615,64;615,64;605,47;605,47;605,47;615,64;615,64;299,98;615,64;615,64;615,64;;;;;
07.01.2021;22 - 23;556,28;604,53;604,53;604,53;604,53;604,53;604,53;604,53;600,18;600,18;600,18;604,53;604,53;284,83;604,53;604,53;604,53;;;;;
07.01.2021;23 - 00;519,34;529,1;529,1;529,1;529,1;529,1;542,17;542,17;525,36;525,36;525,36;529,1;529,1;262,32;529,1;529,1;529,1;;;;;
08.01.2021;00 - 01;495,22;511,3;511,3;511,3;511,3;511,3;511,3;511,3;511,3;511,3;511,3;511,3;511,3;289,92;511,3;511,3;511,3;;;;;
08.01.2021;01 - 02;454,37;491,28;491,28;491,28;491,28;491,28;491,28;491,28;491,28;491,28;491,28;491,28;491,28;284,01;491,28;491,28;491,28;;;;;
08.01.2021;02 - 03;448,25;474,69;474,69;474,69;474,69;474,69;474,69;474,69;474,69;474,69;474,69;474,69;474,69;281;474,69;474,69;474,69;;;;;
08.01.2021;03 - 04;439,54;461,52;461,52;461,52;461,52;461,52;461,52;461,52;461,52;461,52;461,52;461,52;461,52;285,35;461,52;461,52;461,52;;;;;
08.01.2021;04 - 05;448,36;473,76;473,76;473,76;473,76;473,76;473,76;473,76;473,76;473,76;473,76;473,76;473,76;286,6;473,76;473,76;473,76;;;;;
08.01.2021;05 - 06;499,89;521,87;521,87;521,87;521,87;521,87;521,87;521,87;521,87;521,87;521,87;521,87;521,87;298,42;521,87;521,87;521,87;;;;;
08.01.2021;06 - 07;579,83;619,13;619,13;619,13;619,13;619,13;619,13;619,13;618,41;618,41;618,41;619,13;619,13;329,32;619,13;619,13;619,13;;;;;
08.01.2021;07 - 08;725,21;824,96;824,96;824,96;824,96;824,96;824,96;824,96;802,35;802,35;802,35;824,96;824,96;288,57;824,96;824,96;824,96;;;;;
08.01.2021;08 - 09;989,72;1073,61;1073,61;1073,61;1073,61;1073,61;1073,61;1073,61;1073,61;1073,61;1073,61;1073,61;1073,61;311,17;1073,61;1073,61;1073,61;;;;;
08.01.2021;09 - 10;1036,07;1117,78;1117,78;1117,78;1117,78;1117,78;1117,78;1117,78;1117,78;1117,78;1117,78;1117,78;1117,78;329,84;1117,78;1117,78;1117,78;;;;;
08.01.2021;10 - 11;1055,25;1112,8;1112,8;1112,8;1112,8;1112,8;1112,8;1112,8;1112,8;1112,8;1112,8;1112,8;1112,8;370,48;1112,8;1112,8;1112,8;;;;;
08.01.2021;11 - 12;1036,9;1081,07;1081,07;1081,07;1081,07;1081,07;1081,07;1081,07;1081,07;1081,07;1081,07;1081,07;1081,07;486,72;1081,07;1081,07;1081,07;;;;;
08.01.2021;12 - 13;975,62;1035,97;1035,97;1035,97;1035,97;1035,97;1035,97;1035,97;1035,97;1035,97;1035,97;1035,97;1035,97;438,3;1035,97;1035,97;1035,97;;;;;
08.01.2021;13 - 14;934,77;987,85;987,85;987,85;987,85;987,85;987,85;987,85;987,85;987,85;987,85;987,85;987,85;493,36;987,85;987,85;987,85;;;;;
08.01.2021;14 - 15;900,96;961,41;961,41;961,41;961,41;961,41;961,41;961,41;961,41;961,41;961,41;961,41;961,41;461,63;961,41;961,41;961,41;;;;;
08.01.2021;15 - 16;917,66;989,41;989,41;989,41;989,41;989,41;989,41;989,41;989,41;989,41;989,41;989,41;989,41;453,33;989,41;989,41;989,41;;;;;
08.01.2021;16 - 17;898,68;985,06;985,06;985,06;985,06;985,06;985,06;985,06;985,06;985,06;985,06;985,06;985,06;339,17;985,06;985,06;985,06;;;;;
08.01.2021;17 - 18;1036,69;1140,59;1140,59;1140,59;1140,59;1140,59;1140,59;1140,59;1140,59;1140,59;1140,59;1140,59;1140,59;319,26;1140,59;1140,59;1140,59;;;;;
08.01.2021;18 - 19;910,4;1036,38;1036,38;1036,38;1036,38;1036,38;1036,38;1036,38;1036,38;1036,38;1036,38;1036,38;1036,38;324,13;1036,38;1036,38;1036,38;;;;;
08.01.2021;19 - 20;762,02;830,76;830,76;830,76;830,76;830,76;830,76;830,76;830,76;830,76;830,76;830,76;830,76;309,62;830,76;830,76;830,76;;;;;
08.01.2021;20 - 21;606,38;637,49;637,49;637,49;637,49;637,49;666,1;666,1;637,49;637,49;637,49;637,49;637,49;329,22;637,49;637,49;637,49;;;;;
08.01.2021;21 - 22;588,34;616,23;616,23;616,23;616,23;616,23;616,23;616,23;616,23;616,23;616,23;616,23;616,23;308,17;616,23;616,23;616,23;;;;;
08.01.2021;22 - 23;560,24;582,95;582,95;582,95;582,95;582,95;582,95;582,95;582,95;582,95;582,95;582,95;582,95;309,2;582,95;582,95;582,95;;;;;
08.01.2021;23 - 00;507,77;523,43;523,43;523,43;523,43;523,43;536,6;536,6;523,43;523,43;523,43;523,43;523,43;291,47;523,43;523,43;523,43;;;;;
09.01.2021;00 - 01;483,67;490,57;490,57;490,57;490,57;490,57;522,43;522,43;490,57;490,57;490,57;490,57;490,57;438,4;490,57;490,57;490,57;;;;;
09.01.2021;01 - 02;475,11;485,01;485,01;485,01;485,01;485,01;501,09;501,09;485,01;485,01;485,01;485,01;485,01;392,42;485,01;485,01;485,01;;;;;
09.01.2021;02 - 03;469,64;479,23;479,23;479,23;479,23;479,23;495,11;495,11;479,23;479,23;479,23;479,23;479,23;363,45;479,23;479,23;479,23;;;;;
09.01.2021;03 - 04;482,74;491,5;491,5;491,5;491,5;491,5;507,79;507,79;491,5;491,5;491,5;491,5;491,5;338,29;491,5;491,5;491,5;;;;;
09.01.2021;04 - 05;485,93;495,32;495,32;495,32;495,32;495,32;511,71;511,71;495,32;495,32;495,32;495,32;495,32;337,67;495,32;495,32;495,32;;;;;
09.01.2021;05 - 06;481,6;492,53;492,53;492,53;492,53;492,53;492,53;492,53;492,53;492,53;492,53;444,07;444,07;338,08;492,53;492,53;492,53;;;;;
09.01.2021;06 - 07;485,73;497,58;497,58;497,58;497,58;497,58;511,09;511,09;497,58;497,58;497,58;437,99;437,99;298,39;497,58;497,58;497,58;;;;;
09.01.2021;07 - 08;511,92;537,8;537,8;537,8;537,8;537,8;554,91;554,91;537,8;537,8;537,8;420,15;420,15;275,91;537,8;537,8;537,8;;;;;
09.01.2021;08 - 09;568,93;599,14;599,14;599,14;601,72;599,14;616,57;616,57;599,14;599,14;599,14;424,59;424,59;296,32;599,14;599,14;601,72;;;;;
09.01.2021;09 - 10;602,75;666,88;666,88;666,88;666,88;666,88;689,98;689,98;666,88;666,88;666,88;431,91;431,91;355,51;666,88;666,88;666,88;;;;;
09.01.2021;10 - 11;615,74;676,47;676,47;676,47;676,47;676,47;698,12;698,12;676,47;676,47;676,47;427,78;427,78;398,81;676,47;676,47;676,47;;;;;
09.01.2021;11 - 12;611,1;679,36;679,36;679,36;679,36;679,36;701,11;701,11;679,36;679,36;679,36;412,21;412,21;370,97;679,36;679,36;679,36;;;;;
09.01.2021;12 - 13;596,98;669,87;669,87;669,87;672,45;669,87;690,91;690,91;669,87;669,87;669,87;401,18;401,18;377,78;669,87;669,87;672,45;;;;;
09.01.2021;13 - 14;570,89;624,3;624,3;624,3;629,25;624,3;644,72;644,72;624,3;624,3;624,3;390,97;390,97;373,45;624,3;624,3;629,25;;;;;
09.01.2021;14 - 15;569,76;599,45;599,45;599,45;616,05;599,45;618,63;618,63;599,45;599,45;599,45;387,88;387,88;384,17;599,45;599,45;616,05;;;;;
09.01.2021;15 - 16;570,27;618,63;618,63;618,63;618,63;618,63;618,63;618,63;599,45;599,45;599,45;395,1;395,1;385,2;618,63;618,63;618,63;;;;;
09.01.2021;16 - 17;573,06;647,29;647,29;647,29;647,29;647,29;647,29;647,29;627,19;627,19;627,19;402,42;402,42;361,28;647,29;647,29;647,29;;;;;
09.01.2021;17 - 18;595,23;590,59;590,59;720,91;720,91;720,91;720,91;720,91;710,08;710,08;710,08;406,34;406,34;343,03;720,91;720,91;720,91;;;;;
09.01.2021;18 - 19;584,09;492,74;492,74;718,54;724,42;718,54;742,25;742,25;718,54;718,54;718,54;411,7;411,7;411,7;718,54;718,54;724,42;;;;;
09.01.2021;19 - 20;570,17;420,67;420,67;678,12;693,9;678,12;710,91;710,91;678,12;678,12;678,12;405,51;405,51;398,6;678,12;678,12;693,9;;;;;
09.01.2021;20 - 21;510,99;412,11;412,11;514,8;630,59;514,8;646,06;646,06;514,8;514,8;514,8;398,71;398,71;352,31;514,8;514,8;630,59;;;;;
09.01.2021;21 - 22;473,77;420,26;420,26;494,39;569,04;494,39;555,22;569,04;494,39;494,39;494,39;397,16;397,16;343,24;494,39;494,39;569,04;;;;;
09.01.2021;22 - 23;426,03;409,74;409,74;448,2;448,2;448,2;558,11;558,11;448,2;448,2;448,2;409,74;409,74;337,67;448,2;448,2;448,2;;;;;
09.01.2021;23 - 00;371,49;377,78;377,78;377,78;377,78;377,78;463,25;463,25;377,78;377,78;377,78;377,78;377,78;290,55;377,78;377,78;377,78;;;;;
10.01.2021;00 - 01;396,3;401,89;401,89;401,89;401,89;401,89;401,89;401,89;401,89;401,89;401,89;368,77;368,77;368,77;401,89;401,89;401,89;;;;;
10.01.2021;01 - 02;368,57;372,19;372,19;372,19;372,19;372,19;372,19;372,19;372,19;372,19;372,19;337,22;337,22;337,22;372,19;372,19;372,19;;;;;
10.01.2021;02 - 03;349,84;355,43;355,43;355,43;355,43;355,43;355,43;355,43;355,43;355,43;355,43;323,25;323,25;323,25;355,43;355,43;355,43;;;;;
10.01.2021;03 - 04;341,87;350,46;350,46;350,46;350,46;350,46;350,46;350,46;350,46;350,46;350,46;312,9;312,9;301;350,46;350,46;350,46;;;;;
10.01.2021;04 - 05;341,04;350,15;350,15;350,15;350,15;350,15;350,15;350,15;350,15;350,15;350,15;302,35;302,35;300,59;350,15;350,15;350,15;;;;;
10.01.2021;05 - 06;346,53;353,98;353,98;353,98;353,98;353,98;353,98;353,98;353,98;353,98;353,98;307;307;307;353,98;353,98;353,98;;;;;
10.01.2021;06 - 07;344,87;352,12;352,12;352,12;352,12;352,12;352,12;352,12;352,12;352,12;352,12;313,62;313,62;309,9;352,12;352,12;352,12;;;;;
10.01.2021;07 - 08;375,81;389,16;389,16;389,16;389,16;389,16;389,16;389,16;389,16;389,16;389,16;312,8;312,8;282,06;389,16;389,16;389,16;;;;;
10.01.2021;08 - 09;392,99;404,47;404,47;404,47;404,47;404,47;404,47;404,47;404,47;404,47;404,47;333,59;333,59;296,14;404,47;404,47;404,47;;;;;
10.01.2021;09 - 10;409,65;421,75;421,75;421,75;421,75;421,75;421,75;421,75;421,75;421,75;421,75;360,81;360,81;301;421,75;421,75;421,75;;;;;
10.01.2021;10 - 11;445,03;456,93;456,93;456,93;456,93;456,93;456,93;456,93;456,93;456,93;456,93;401,57;401,57;350,87;456,93;456,93;456,93;;;;;
10.01.2021;11 - 12;462;469,14;469,14;469,14;478,45;469,14;478,45;478,45;469,14;469,14;469,14;413,78;413,78;400,64;469,14;469,14;478,45;;;;;
10.01.2021;12 - 13;456,52;463,14;463,14;463,14;463,14;463,14;463,14;463,14;463,14;463,14;463,14;413,78;413,78;401,16;463,14;463,14;463,14;;;;;
10.01.2021;13 - 14;451,86;458,79;458,79;458,79;458,79;458,79;458,79;458,79;458,79;458,79;458,79;416,27;416,27;416,27;458,79;458,79;458,79;;;;;
10.01.2021;14 - 15;464,69;470,28;470,28;470,28;470,28;470,28;470,28;470,28;470,28;470,28;470,28;444,93;444,93;444,93;470,28;470,28;470,28;;;;;
10.01.2021;15 - 16;476,8;482,9;482,9;482,9;496,98;482,9;496,98;496,98;482,9;482,9;482,9;480,11;480,11;447,21;482,9;482,9;496,98;;;;;
10.01.2021;16 - 17;527,29;524,81;524,81;524,81;570,86;524,81;578,1;578,1;524,81;524,81;524,81;516,64;516,64;451,03;524,81;524,81;570,86;;;;;
10.01.2021;17 - 18;583,06;568,58;568,58;568,58;617,42;568,58;642,46;642,46;568,58;568,58;568,58;568,58;568,58;440,89;568,58;568,58;617,42;;;;;
10.01.2021;18 - 19;570,86;551,92;551,92;551,92;585,44;551,92;656,12;656,12;551,92;551,92;551,92;551,92;551,92;400,54;551,92;551,92;585,44;;;;;
10.01.2021;19 - 20;510,74;511,05;511,05;511,05;569,51;511,05;571,58;571,58;511,05;511,05;511,05;511,05;511,05;401,26;511,05;511,05;569,51;;;;;
10.01.2021;20 - 21;481,25;480,42;480,42;480,42;497,18;480,42;497,18;497,18;480,42;480,42;480,42;480,42;480,42;400,75;480,42;480,42;497,18;;;;;
10.01.2021;21 - 22;458,69;460,35;460,35;460,35;460,35;460,35;460,35;460,35;460,35;460,35;460,35;460,35;460,35;401,06;460,35;460,35;460,35;;;;;
10.01.2021;22 - 23;413,37;414,61;414,61;414,61;414,61;414,61;414,61;414,61;414,61;414,61;414,61;414,61;414,61;400,95;414,61;414,61;414,61;;;;;
10.01.2021;23 - 00;370,33;371,26;371,26;371,26;371,26;371,26;371,26;371,26;371,26;371,26;371,26;371,26;371,26;371,26;371,26;371,26;371,26;;;;;
11.01.2021;00 - 01;417,61;420,1;420,1;420,1;420,1;420,1;464,59;464,59;420,1;420,1;420,1;420,1;420,1;400,64;420,1;420,1;420,1;;;;;
11.01.2021;01 - 02;407,47;409,65;409,65;409,65;409,65;409,65;409,65;409,65;409,65;409,65;409,65;409,65;409,65;340,11;409,65;409,65;409,65;;;;;
11.01.2021;02 - 03;386,05;390,92;390,92;390,92;390,92;390,92;390,92;390,92;390,92;390,92;390,92;390,92;390,92;315,9;390,92;390,92;390,92;;;;;
11.01.2021;03 - 04;364,43;366,6;366,6;366,6;366,6;366,6;366,6;366,6;366,6;366,6;366,6;366,6;366,6;317,66;366,6;366,6;366,6;;;;;
11.01.2021;04 - 05;383,05;385,85;385,85;385,85;385,85;385,85;385,85;385,85;385,85;385,85;385,85;385,85;385,85;339,7;385,85;385,85;385,85;;;;;
11.01.2021;05 - 06;427,03;428,48;428,48;428,48;428,48;428,48;428,48;428,48;428,48;428,48;428,48;428,48;428,48;401,06;428,48;428,48;428,48;;;;;
11.01.2021;06 - 07;441,62;442,65;442,65;442,65;442,65;442,65;442,65;442,65;442,65;442,65;442,65;442,65;442,65;442,65;442,65;442,65;442,65;;;;;
11.01.2021;07 - 08;521,91;514,77;514,77;520,88;623,32;544,06;520,88;623,32;520,88;520,88;520,88;514,77;514,77;514,77;623,32;623,32;623,32;;;;;
11.01.2021;08 - 09;568,37;532,05;532,05;592,38;625,18;592,38;592,38;625,18;592,38;592,38;592,38;532,05;532,05;532,05;625,18;625,18;625,18;;;;;
11.01.2021;09 - 10;517,15;513,43;513,43;513,43;513,43;522,02;513,43;513,43;513,43;513,43;513,43;513,43;513,43;513,43;645,25;645,25;645,25;;;;;
11.01.2021;10 - 11;493,66;492,22;492,22;492,22;492,22;521,6;492,22;492,22;492,22;492,22;492,22;492,22;492,22;492,22;642,15;642,15;642,15;;;;;
11.01.2021;11 - 12;461,17;461,9;461,9;461,9;461,9;519,53;461,9;461,9;461,9;461,9;461,9;461,9;461,9;461,9;677,85;677,85;677,85;;;;;
11.01.2021;12 - 13;447,62;448,34;448,34;448,34;448,34;476,9;448,34;448,34;448,34;448,34;448,34;448,34;448,34;448,34;677,74;677,74;677,74;;;;;
11.01.2021;13 - 14;441,41;440,89;440,89;440,89;440,89;466,24;440,89;440,89;440,89;440,89;440,89;440,89;440,89;440,89;673,91;673,91;673,91;;;;;
11.01.2021;14 - 15;436,13;435,1;435,1;435,1;435,1;504,53;435,1;435,1;435,1;435,1;435,1;435,1;435,1;435,1;644,32;644,32;644,32;;;;;
11.01.2021;15 - 16;439,76;437,79;437,79;437,79;437,79;519,95;437,79;437,79;437,79;437,79;437,79;437,79;437,79;437,79;642,98;642,98;642,98;;;;;
11.01.2021;16 - 17;447,31;447,83;447,83;447,83;447,83;447,83;447,83;447,83;447,83;447,83;447,83;447,83;447,83;447,83;626,63;626,63;626,63;;;;;
11.01.2021;17 - 18;456,1;440,17;440,17;465,42;465,42;465,42;465,42;465,42;465,42;465,42;465,42;440,17;440,17;440,17;625,28;625,28;625,28;;;;;
11.01.2021;18 - 19;440,17;434,89;434,89;444,21;444,21;444,21;444,21;444,21;444,21;444,21;444,21;434,89;434,89;434,89;600,76;600,76;600,76;;;;;
11.01.2021;19 - 20;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;410,89;;;;;
11.01.2021;20 - 21;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;383,98;;;;;
11.01.2021;21 - 22;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;354,29;;;;;
11.01.2021;22 - 23;344,25;343,63;343,63;343,63;343,63;343,63;351,91;343,63;343,63;343,63;343,63;343,63;343,63;343,63;343,63;343,63;343,63;;;;;
11.01.2021;23 - 00;290,45;283,41;283,41;283,41;283,41;283,41;283,41;283,41;292,41;292,41;292,41;283,41;283,41;283,41;283,41;283,41;283,41;;;;;
12.01.2021;00 - 01;242,42;201,12;201,12;201,12;201,12;201,12;196,25;201,12;270,78;270,78;270,78;270,78;270,78;223,69;201,12;201,12;201,12;;;;;
12.01.2021;01 - 02;237,35;163,75;163,75;163,75;163,75;163,75;163,75;163,75;263,23;263,23;263,23;263,23;263,23;220,17;163,75;163,75;163,75;;;;;
12.01.2021;02 - 03;237,14;196,67;196,67;196,67;196,67;196,67;196,67;196,67;258,05;258,05;258,05;258,05;258,05;219,65;196,67;196,67;196,67;;;;;
12.01.2021;03 - 04;256,7;249,87;249,87;249,87;249,87;249,87;249,87;249,87;261,36;261,36;261,36;251,12;251,12;249,87;249,87;249,87;249,87;;;;;
12.01.2021;04 - 05;286,93;279,48;279,48;279,48;279,48;279,48;279,48;279,48;289,83;289,83;289,83;279,48;279,48;279,48;279,48;279,48;279,48;;;;;
12.01.2021;05 - 06;362,18;362,6;362,6;362,6;362,6;362,6;372,01;372,01;362,6;362,6;362,6;362,6;362,6;352,35;362,6;362,6;362,6;;;;;
12.01.2021;06 - 07;381,43;348,31;348,31;415,49;415,49;415,49;423,98;423,98;415,49;415,49;415,49;348,31;348,31;348,31;415,49;415,49;415,49;;;;;
12.01.2021;07 - 08;427,29;347,28;347,28;564,23;564,23;564,23;564,23;564,23;564,23;564,23;564,23;347,28;347,28;347,28;564,23;564,23;564,23;;;;;
12.01.2021;08 - 09;458,76;350,28;350,28;627,68;627,68;627,68;627,68;627,68;627,68;627,68;627,68;350,28;350,28;350,28;627,68;627,68;627,68;;;;;
12.01.2021;09 - 10;430,91;349,14;349,14;568,89;568,89;568,89;568,89;568,89;568,89;568,89;568,89;349,14;349,14;349,14;595,08;595,08;595,08;;;;;
12.01.2021;10 - 11;441,68;352,35;352,35;584,83;584,83;584,83;584,83;584,83;584,83;584,83;584,83;352,35;352,35;352,35;617,02;617,02;617,02;;;;;
12.01.2021;11 - 12;437,95;355,14;355,14;572,82;599,12;572,82;572,82;599,12;572,82;572,82;572,82;355,14;355,14;355,14;599,12;599,12;599,12;;;;;
12.01.2021;12 - 13;429,15;358,77;358,77;518,59;617,33;518,59;518,59;617,33;518,59;518,59;518,59;358,77;358,77;358,77;617,33;617,33;617,33;;;;;
12.01.2021;13 - 14;422,94;361,15;361,15;497,37;568,68;497,37;497,37;568,68;497,37;497,37;497,37;361,15;361,15;361,15;568,68;568,68;568,68;;;;;
12.01.2021;14 - 15;425,53;363,84;363,84;497,26;520,76;497,26;497,26;520,76;497,26;497,26;497,26;363,84;363,84;363,84;520,76;520,76;520,76;;;;;
12.01.2021;15 - 16;437,85;363,73;363,73;538,36;561,33;538,36;538,36;561,33;538,36;538,36;538,36;363,73;363,73;363,73;561,33;561,33;561,33;;;;;
12.01.2021;16 - 17;498,3;363,84;363,84;632,03;636,59;632,03;632,03;636,59;632,03;632,03;632,03;363,84;363,84;363,84;636,59;636,59;636,59;;;;;
12.01.2021;17 - 18;497,47;363,63;363,63;663,71;663,71;663,71;663,71;663,71;663,71;663,71;663,71;363,63;363,63;349,14;663,71;663,71;663,71;;;;;
12.01.2021;18 - 19;489,4;364,56;364,56;625,2;625,2;625,2;625,2;625,2;625,2;625,2;625,2;364,56;364,56;364,56;625,2;625,2;625,2;;;;;
12.01.2021;19 - 20;433,29;366,63;366,63;522,21;554,61;522,21;522,21;554,61;522,21;522,21;522,21;366,63;366,63;366,63;522,21;522,21;554,61;;;;;
12.01.2021;20 - 21;408,45;365,7;365,7;432,57;520,66;432,57;432,57;520,66;432,57;432,57;432,57;365,7;365,7;365,7;432,57;432,57;520,66;;;;;
12.01.2021;21 - 22;393,03;364,67;364,67;421,39;421,39;421,39;421,39;421,39;421,39;421,39;421,39;364,67;364,67;320,88;421,39;421,39;421,39;;;;;
12.01.2021;22 - 23;377,09;362,39;362,39;390,75;390,75;390,75;390,75;390,75;390,75;390,75;390,75;362,39;362,39;306,7;390,75;390,75;390,75;;;;;
12.01.2021;23 - 00;355,56;358,35;358,35;358,35;358,35;358,35;358,35;358,35;358,35;358,35;358,35;358,35;358,35;300,59;358,35;358,35;358,35;;;;;
13.01.2021;00 - 01;340,53;342,5;342,5;342,5;342,5;342,5;342,5;342,5;342,5;342,5;342,5;342,5;342,5;288,79;342,5;342,5;342,5;;;;;
13.01.2021;01 - 02;333,07;336,28;336,28;336,28;336,28;336,28;336,28;336,28;336,28;336,28;336,28;336,28;336,28;279,56;336,28;336,28;336,28;;;;;
13.01.2021;02 - 03;324,25;327,47;327,47;327,47;327,47;327,47;327,47;327,47;327,47;327,47;327,47;327,47;327,47;278,52;327,47;327,47;327,47;;;;;
13.01.2021;03 - 04;317,93;319,8;319,8;319,8;319,8;319,8;319,8;319,8;319,8;319,8;319,8;319,8;319,8;280,81;319,8;319,8;319,8;;;;;
13.01.2021;04 - 05;326,12;328,51;328,51;328,51;328,51;328,51;328,51;328,51;328,51;328,51;328,51;328,51;328,51;289,72;328,51;328,51;328,51;;;;;
13.01.2021;05 - 06;380,98;381,7;381,7;381,7;381,7;381,7;381,7;381,7;381,7;381,7;381,7;381,7;381,7;314,71;381,7;381,7;381,7;;;;;
13.01.2021;06 - 07;418,31;377,04;377,04;434,17;434,17;434,17;434,17;434,17;434,17;434,17;434,17;377,04;377,04;374,34;554,15;554,15;554,15;;;;;
13.01.2021;07 - 08;451,9;380,87;380,87;479,17;479,17;521,38;479,17;479,17;479,17;479,17;479,17;380,87;380,87;310,98;635,65;635,65;635,65;;;;;
13.01.2021;08 - 09;538,59;457,61;457,61;582,14;582,14;582,14;582,14;582,14;582,14;582,14;582,14;457,61;457,61;321,35;662,51;662,51;662,51;;;;;
13.01.2021;09 - 10;486,64;437,28;437,28;494,73;494,73;539,73;494,73;494,73;494,73;494,73;494,73;437,28;437,28;370,92;664,89;664,89;664,89;;;;;
13.01.2021;10 - 11;498,46;467,46;467,46;479,38;479,38;651;479,38;479,38;479,38;479,38;479,38;467,46;467,46;467,46;651;651;651;;;;;
13.01.2021;11 - 12;478,24;454,39;454,39;454,39;454,39;664,89;454,39;454,39;454,39;454,39;454,39;454,39;454,39;454,39;664,89;664,89;664,89;;;;;
13.01.2021;12 - 13;444,23;427,43;427,43;427,43;427,43;642,91;427,43;427,43;427,43;427,43;427,43;427,43;427,43;427,43;642,91;642,91;642,91;;;;;
13.01.2021;13 - 14;425,25;415,19;415,19;415,19;415,19;664,68;415,19;415,19;415,19;415,19;415,19;415,19;415,19;415,19;664,68;664,68;664,68;;;;;
13.01.2021;14 - 15;418,41;409,28;409,28;409,28;409,28;651,83;409,28;409,28;409,28;409,28;409,28;409,28;409,28;409,28;651,83;651,83;651,83;;;;;
13.01.2021;15 - 16;440,7;426,91;426,91;426,91;426,91;671,53;426,91;426,91;426,91;426,91;426,91;426,91;426,91;426,91;671,53;671,53;671,53;;;;;
13.01.2021;16 - 17;498,46;476,06;476,06;476,06;476,06;710;476,06;476,06;476,06;476,06;476,06;476,06;476,06;476,06;710;710;710;;;;;
13.01.2021;17 - 18;587,74;575,4;575,4;575,4;575,4;701,5;575,4;575,4;575,4;575,4;575,4;575,4;575,4;575,4;701,5;701,5;701,5;;;;;
13.01.2021;18 - 19;570,32;565,24;565,24;565,24;565,24;719,54;565,24;565,24;565,24;565,24;565,24;565,24;565,24;500,74;719,54;719,54;719,54;;;;;
13.01.2021;19 - 20;514,95;498,77;498,77;498,77;498,77;600,6;498,77;498,77;498,77;498,77;498,77;498,77;498,77;444,96;600,6;600,6;600,6;;;;;
13.01.2021;20 - 21;490,68;488,82;488,82;488,82;488,82;521,07;488,82;488,82;488,82;488,82;488,82;488,82;488,82;480,94;521,07;521,07;521,07;;;;;
13.01.2021;21 - 22;431,37;423,91;423,91;423,91;423,91;523,35;423,91;423,91;423,91;423,91;423,91;423,91;423,91;423,91;523,35;523,35;523,35;;;;;
13.01.2021;22 - 23;415,3;414,99;414,99;414,99;414,99;480,63;414,99;414,99;414,99;414,99;414,99;414,99;414,99;381,39;480,63;480,63;480,63;;;;;
13.01.2021;23 - 00;392,59;394,35;394,35;394,35;394,35;394,35;394,35;394,35;394,35;394,35;394,35;394,35;394,35;312,64;394,35;394,35;394,35;;;;;
